Question Type,Question,Option count,Options1,Options2,Options3,Options4,Answer,Category,Difficulty,Score,Tags,Answer Explanation,,,,,
objective,"Maya and Ethan can do a piece of work in 12 days and 30 days respectively. If they work for a day, alternatively, Maya beginning, in how many days will the work be completed?",4,16 days,16 4/5 days,17 1/7 days,22 days,2,Aptitude,medium,5,"Aptitude,Numbers","Answer: B. 16 4/5 days Solution (Line by Line): Step 1: Calculate individual work rates * Maya's 1-day work = 1/12 * Ethan's 1-day work = 1/30 Step 2: Calculate work done in one 2-day cycle * Day 1 (Maya works): 1/12 * Day 2 (Ethan works): 1/30 * Total in 2 days = 1/12 + 1/30 = 5/60 + 2/60 = 7/60 Step 3: Find number of complete cycles * Work per cycle = 7/60 * After 8 complete cycles (16 days): 8 × 7/60 = 56/60 = 14/15 * Remaining work = 1 - 14/15 = 1/15 Step 4: Calculate time for remaining work on day 17 * Day 17 is Maya's turn (she begins the cycle) * Time for Maya to complete 1/15 work = (1/15) ÷ (1/12) = 12/15 = 4/5 day Step 5: Calculate total time * Total time = 16 days + 4/5 day = 16 4/5 days Therefore, the work will be completed in 16 4/5 days.",,,,,
objective,A can do a work in 21 days. B is 40% more efficient than A. In how many days will B complete the work?,4,13 days,15 days,17 days,19 days,2,Aptitude,medium,5,"Aptitude,Numbers","Answer: B. 15 days Solution (Line by Line): Step 1: Calculate A's work rate * A completes the work in 21 days * A's 1-day work = 1/21 Step 2: Determine B's efficiency * B is 40% more efficient than A * B's efficiency = 100% + 40% = 140% of A's efficiency = 1.40 times A's rate Step 3: Calculate B's work rate * B's 1-day work = 1.40 × (1/21) = 1.40/21 = 1/15 Step 4: Calculate days for B to complete the work * Time for B = 1 ÷ (1/15) = 15 days Alternative approach: * When efficiency increases by 40%, time decreases proportionally * Time for B = 21 ÷ 1.40 = 15 days Therefore, B will complete the work in 15 days.",,,,,
objective,"A, B, and C can do work in 20, 12, and 15 days respectively. In approximately how many days can B complete the work if A and C help him every third day?",4,8 days,9 days,10 days,8 1/2 days,4,Aptitude,medium,5,"Aptitude,Numbers","Answer: D. 8 1/2 days Solution (Line by Line): Step 1: Calculate individual work rates * A's 1-day work = 1/20 * B's 1-day work = 1/12 * C's 1-day work = 1/15 Step 2: Understand the work pattern * Days 1, 2, 4, 5, 7, 8, etc.: B works alone * Days 3, 6, 9, etc.: A, B, and C work together Step 3: Calculate work in one 3-day cycle * Days 1-2 (B alone): 2 × 1/12 = 1/6 * Day 3 (A+B+C): 1/20 + 1/12 + 1/15 = 3/60 + 5/60 + 4/60 = 12/60 = 1/5 * Total work per cycle = 1/6 + 1/5 = 5/30 + 6/30 = 11/30 Step 4: Calculate work after complete cycles * After 2 cycles (6 days): 2 × 11/30 = 22/30 = 11/15 * Remaining work = 1 - 11/15 = 4/15 Step 5: Complete remaining work * Day 7 (B alone): 1/12, remaining = 4/15 - 1/12 = 16/60 - 5/60 = 11/60 * Day 8 (B alone): 1/12, remaining = 11/60 - 5/60 = 6/60 = 1/10 * Day 9 (A+B+C): Time for 1/10 work = (1/10) ÷ (1/5) = 1/2 day Step 6: Total time * Total = 8 + 1/2 = 8 1/2 days Therefore, the work will be completed in approximately 8 1/2 days.",,,,,
objective,"Suhan can do a work in 20 days and Simran can do the same in 16 days. With Rahul they can do the job in 8 days. So, Rahul can do the job in:",4,70 days,60 days,100 days,80 days,4,Aptitude,medium,5,"Aptitude,Numbers","Answer: D. 80 days Solution (Line by Line): Step 1: Calculate individual work rates * Suhan's 1-day work = 1/20 * Simran's 1-day work = 1/16 * Let Rahul's 1-day work = 1/R Step 2: Set up equation for combined work * All three together complete the work in 8 days * Combined 1-day work = 1/8 * Equation: 1/20 + 1/16 + 1/R = 1/8 Step 3: Solve for Rahul's work rate * 1/R = 1/8 - 1/20 - 1/16 * Converting to common denominator (LCM = 80): * 1/R = 10/80 - 4/80 - 5/80 = 1/80 * Therefore: R = 80 days Step 4: Verification * Combined rate: 1/20 + 1/16 + 1/80 = 4/80 + 5/80 + 1/80 = 10/80 = 1/8 ✓ Therefore, Rahul alone can complete the job in 80 days.",,,,,
objective,"P is thrice as good a workman as Q and, therefore, is able to finish a job in 40 days less than Q. Working together, they can do it in:",4,45 days,22 1/2 days,15 days,12 1/2 days,3,Aptitude,medium,5,"Aptitude,Numbers","Answer: C. 15 days Solution (Line by Line): Step 1: Set up the relationship * P is 3 times as efficient as Q * If Q takes x days, then P takes x/3 days * Given: x - x/3 = 40 Step 2: Solve for individual times * x - x/3 = 40 * 2x/3 = 40 * x = 60 days (Q's time) * P's time = 60/3 = 20 days Step 3: Calculate individual work rates * P's 1-day work = 1/20 * Q's 1-day work = 1/60 Step 4: Calculate combined work rate * Combined 1-day work = 1/20 + 1/60 = 3/60 + 1/60 = 4/60 = 1/15 Step 5: Calculate time working together * Time = 1 ÷ (1/15) = 15 days Therefore, working together, P and Q can complete the job in 15 days.",,,,,
objective,M and N can paint a room in 8 days and 12 days respectively. They worked together for 3 days and then N left. The remaining work was finished by M in?,4,5 days,6 1/2 days,5 1/3 days,3 days,4,Aptitude,medium,5,"Aptitude,Numbers","Answer: D. 3 days Solution (Line by Line): Step 1: Calculate individual work rates * M's 1-day work = 1/8 * N's 1-day work = 1/12 Step 2: Calculate combined work rate and work done in 3 days * Combined 1-day work = 1/8 + 1/12 = 3/24 + 2/24 = 5/24 * Work completed in 3 days = 3 × 5/24 = 15/24 = 5/8 Step 3: Calculate remaining work after N leaves * Total work = 1 (complete room) * Work completed = 5/8 * Remaining work = 1 - 5/8 = 3/8 Step 4: Calculate time for M to complete remaining work * M completes 1/8 of work per day * Time required = (3/8) ÷ (1/8) = 3 days Therefore, M will finish the remaining work in 3 days.",,,,,
objective,"On a certain day, Ram works at 9/5th of his usual rate of doing work and finishes the work 20 minutes earlier than the usual time required. Had Ram worked at 5/9th of his usual rate of doing work then the time taken by him to complete the work would have been how much more than the usual time required?",4,30 minutes,36 minutes,40 minutes,45 minutes,2,Aptitude,medium,5,"Aptitude,Numbers","Answer: B. 36 minutes Solution (Line by Line): Step 1: Set up the relationship with usual time * Let usual time = T minutes * When rate increases to 9/5, time becomes proportionally less * New time = T × (5/9) = 5T/9 Step 2: Calculate time saved and find usual time * Time saved = T - 5T/9 = 4T/9 = 20 minutes (given) * Solving: 4T/9 = 20 * T = 20 × 9/4 = 45 minutes (usual time) Step 3: Calculate time at 5/9 rate * When rate becomes 5/9, time becomes proportionally more * New time = 45 × (9/5) = 81 minutes Step 4: Calculate extra time required * Extra time = 81 - 45 = 36 minutes Therefore, Ram would take 36 minutes more than the usual time required.",,,,,
objective,"D and E can do a work in 9 days, E and F can do the same work in 12 days, and F and D can do the same work in 18 days. D, E, and F will complete the work together in how many days?",4,6 days,8 days,10 days,12 days,2,Aptitude,medium,5,"Aptitude,Numbers","Answer: B. 8 days Solution (Line by Line): Step 1: Set up equations for combined work rates * Let d, e, f = 1-day work of D, E, F respectively * D + E complete in 9 days: d + e = 1/9 * E + F complete in 12 days: e + f = 1/12 * F + D complete in 18 days: f + d = 1/18 Step 2: Add all three equations * (d + e) + (e + f) + (f + d) = 1/9 + 1/12 + 1/18 * 2(d + e + f) = 1/9 + 1/12 + 1/18 Step 3: Calculate the sum (LCM of 9, 12, 18 = 36) * 2(d + e + f) = 4/36 + 3/36 + 2/36 = 9/36 = 1/4 Step 4: Find combined work rate of D, E, and F * d + e + f = 1/4 ÷ 2 = 1/8 Step 5: Calculate time for all three together * If combined 1-day work = 1/8 * Time required = 1 ÷ (1/8) = 8 days Therefore, D, E, and F working together will complete the work in 8 days.",,,,,
objective,"Worker X can complete a project in the same time as worker Y and Z together can do it. If X and Y together complete the project in 10 days and Z completes it in 30 days, how long would it take X to complete the project alone?",4,50 days,25 days,15 days,65 days,3,Aptitude,medium,5,"Aptitude,Numbers","Answer: C. 15 days Explanation: Step 1: Set up equations from given information Let work rates be: 1/x, 1/y, 1/z for workers X, Y, Z respectively (where x, y, z are days to complete alone) Given: X's rate = Y's rate + Z's rate → 1/x = 1/y + 1/z ... (1) Given: X and Y together complete in 10 days → 1/x + 1/y = 1/10 ... (2) Given: Z completes in 30 days → z = 30, so 1/z = 1/30 ... (3) Step 2: Substitute equation (3) into equation (1) 1/x = 1/y + 1/30 Step 3: Rearrange to express 1/y in terms of 1/x 1/y = 1/x - 1/30 Step 4: Substitute this expression into equation (2) 1/x + (1/x - 1/30) = 1/10 2/x - 1/30 = 1/10 Step 5: Solve for x 2/x = 1/10 + 1/30 2/x = 3/30 + 1/30 2/x = 4/30 2/x = 2/15 x = 15 days Step 6: Verification If x = 15: 1/x = 1/15 From equation (1): 1/15 = 1/y + 1/30 → 1/y = 1/15 - 1/30 = 2/30 - 1/30 = 1/30, so y = 30 days Check equation (2): 1/15 + 1/30 = 2/30 + 1/30 = 3/30 = 1/10 Therefore, worker X would take 15 days to complete the project alone.",,,,,
objective,"Painter A and painter B together can paint a room in T days. If A alone can paint the room in 21 days and B alone can do it in 28 days, find the value of T.",4,10 days,12 days,14 days,16 days,2,Aptitude,medium,5,"Aptitude,Numbers","Answer: B. 12 days Solution (Line by Line): Step 1: Identify work rates * A's individual rate = 1/21 per day * B's individual rate = 1/28 per day * Combined rate of A and B = 1/T per day Step 2: Set up the equation * 1/21 + 1/28 = 1/T Step 3: Find common denominator (LCM of 21 and 28 = 84) * 4/84 + 3/84 = 1/T * 7/84 = 1/T * 1/12 = 1/T Step 4: Solve for T * T = 12 days Step 5: Verification * Check: 1/21 + 1/28 = 4/84 + 3/84 = 7/84 = 1/12 ✓ * Therefore T = 12 days is correct Therefore, painters A and B together can paint the room in T = 12 days.",,,,,
objective,Maya and Kavi can paint a house together in 8 days. Maya is twice as efficient as Kavi. How many days would it take Maya to paint the house alone?,4,10 days,12 days,14 days,16 days,2,Aptitude,medium,5,"Aptitude,Numbers","Answer: B. 12 days Solution (Line by Line): Step 1: Set up efficiency relationship * Let Kavi's work rate = k per day * Maya is twice as efficient: Maya's rate = 2k per day Step 2: Use combined work information * Together they complete in 8 days * Combined 1-day work = 1/8 * Equation: 2k + k = 1/8 Step 3: Solve for individual rates * 3k = 1/8 * k = 1/24 (Kavi's rate) * Maya's rate = 2k = 2/24 = 1/12 Step 4: Calculate Maya's time alone * If Maya completes 1/12 of work per day * Time for complete work = 1 ÷ (1/12) = 12 days Therefore, Maya alone would take 12 days to paint the house.",,,,,
objective,"S can complete a piece of work in 20 days, T in 30 days, and U in 60 days. All three started the work together. S left 5 days before the completion of the work, and T left 3 days before the completion of the work. In how many days was the work completed?",4,8 days,13.5 days,12 days,15 days,2,Aptitude,medium,5,"Aptitude,Numbers","Answer: B. 13.5days Solution (Line by Line): Step 1: Calculate individual work rates * S's 1-day work = 1/20 * T's 1-day work = 1/30 * U's 1-day work = 1/60 Step 2: Set up work timeline * Let total days = d * S works for (d - 5) days * T works for (d - 3) days * U works for d days Step 3: Write equation * (d - 5)/20 + (d - 3)/30 + d/60 = 1 Step 4: Solve (LCM = 60) * 3(d - 5) + 2(d - 3) + d = 60 * 3d - 15 + 2d - 6 + d = 60 * 6d - 21 = 60 * 6d = 81 * d = 13.5 days Therefore, the work was completed in 13.5 days.",,,,,
objective,"Find the HCF of 120, 180, and 240.",4,36,72,60,54,3,Aptitude,medium,5,"Aptitude,Numbers","Factorize each number: 120 = 2^3 x 3 x 5, 180 = 2^2 x 3^2 x 5, 240 = 2^4 x 3 x 5. Common factors are 2^2, 3, and 5, So, HCF = 2^2 x 3 x 5 = 60.",,,,,
objective,"The product of two numbers is 6930. If their HCF is 21, what is their LCM?",4,240,180,220,330,4,Aptitude,medium,5,"Aptitude,Numbers","LCM×HCF= 2286, we know that,Product of two numbers = Product of HCF and LCM. LCM = 6930 / 21 = 330.",,,,,
objective,Three numbers are in the ratio of 2 : 3 : 4 and their LCM is 1800. What is their HCF?,4,90,180,200,150,4,Aptitude,medium,5,"Aptitude,Numbers","Let the three numbers be 2x, 3x, and 4x. Then their LCM is 12x = 1800, so x = 150. The numbers are (2 x150), (3 x 150) and (4 x 150). Hence, required H.C.F. = 150.",,,,,
objective,HCF of two numbers is 10 and their sum is 350. How many such pairs of numbers are possible?,4,240,346,226,300,2,Aptitude,medium,5,"Aptitude,Numbers","The divisors of 10 that divide 350 are 1 and 5. For each divisor, we can find the corresponding pairs as follows: When the divisor is 1: the number of pairs is (350-1)/2 = 174. When the divisor is 5: the number of pairs is (350-5)/2 = 172. Therefore, the total number of pairs is 174+172 = 346.",,,,,
objective,The number of number pairs lying between 22 and  88 with their HCF as 44 is,4,2,3,1,6,3,Aptitude,medium,5,"Aptitude,Numbers","To find the number of pairs of numbers that lie between 22 and 88 with their HCF as 44, we can use the following formula: Number of pairs = Number of divisors of 44 that lie between 22/44 and 88/44 The divisors of 44 are 1, 2, 4, 11, 22, and 44. The divisors that lie between 22/44 and 88/44 are 1 and 2. Therefore, the number of pairs of numbers that lie between 22 and 88 with their HCF as 44 is the number of ways to choose two numbers that are both multiples of 44. There is only one multiple of 44 between 22 and 88, which is 44 itself. Therefore, the number of pairs of numbers that lie between 22 and 88 with their HCF as 44 is 1.",,,,,
objective,What is the minimum number of identical square tiles to required fit in a rectangular floor of dimension 200*720?,4,120,90,112,130,2,Aptitude,medium,5,"Aptitude,Numbers","To find the minimum number of identical square tiles required to fit a rectangular floor of dimension 200*720, we need to find the greatest common divisor (GCD) of 200 and 720, and then divide the area of the rectangle by the square of the GCD. Using the Euclidean algorithm to find the GCD of 200 and 720: 720 = 200 * 3 + 120 200 = 120 * 1 + 80 120 = 80 * 1 + 40 80 = 40 * 2 + 0 Therefore, the GCD of 200 and 720 is 40. The area of the rectangle is 200 * 720 = 144000. Dividing the area of the rectangle by the square of the GCD: 144000 / (40 * 40) = 90 Since we need to use whole square tiles, we round up to the next integer. Therefore, we need 90 square tiles to fit the rectangular floor. Answer: 90.",,,,,
objective,"Nine bells commence tolling together and toll at intervals of 2, 4, 6, 8, 10, 12, and 14 seconds respectively. In 3 hours and 30 minutes, how many times do they toll together?",4,8,12,16,20,3,Aptitude,medium,5,"Aptitude,Numbers","The bells toll together whenever the elapsed time is a common multiple of all their intervals. So we find the LCM of 2, 4, 6, 8, 10, 12, and 14 seconds. Prime factorisation: 2 = 2 4 = 2² 6 = 2 × 3 8 = 2³ 10 = 2 × 5 12 = 2² × 3 14 = 2 × 7 Taking the highest powers of each prime: LCM = 2³ × 3 × 5 × 7 = 8 × 3 × 5 × 7 8 × 3 = 24 24 × 5 = 120 120 × 7 = 840 So, the bells toll together every 840 seconds. Now convert 3 hours 30 minutes to seconds: 3 hours 30 minutes = 3.5 hours",,,,,
objective,"5 hours = 3.5 × 3600 = 12600 seconds They toll together at times: t = 0, 840, 1680, 2520, ..., up to 12600 seconds. Number of times they toll together = (12600 ÷ 840) + 1 = 15 + 1 = 16 times (including the initial toll at t = 0).",0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,"There are 45 students from School A, 60 students from School B, and 75 students from School C. What is the minimum number of buses required to transport all the students so that each bus has the same number of students and students from the same school are in the same bus?",4,10,24,18,12,4,Aptitude,medium,5,"Aptitude,Numbers","To find the minimum number of buses required, we need to find the HCF of 45, 60, and 75. First, let's find the prime factors of each number: 45: 3 x 3 x 5 60: 2 x 2 x 3 x 5 75: 3 x 5 x 5 Next, we can identify the common factors and the greatest common factor: The common factors are 3 and 5. The greatest common factor is the product of the common factors, which is 3 x 5 = 15. Therefore, we need to have 15 students in each bus. To calculate the number of buses required for each school: For School A: 45 ÷ 15 = 3 buses For School B: 60 ÷ 15 = 4 buses For School C: 75 ÷ 15 = 5 buses So the minimum number of buses required is 3 + 4 + 5 = 12 buses.",,,,,
objective,"Find the greatest number that will divide 72, 90, and 126 leaving the same remainder in each case.",4,10,24,18,12,3,Aptitude,medium,5,"Aptitude,Numbers","The differences between the given numbers are 18 and 54. The HCF of 18 and 54 is 18. Therefore, the greatest number that will divide 72, 90, and 126 leaving the same remainder in each case is 18.",,,,,
objective,"The least number which when divided by 3, 4 ,6 and 8 leaves a remainder 2, but when divided by 5 leaves no remainder, is:",4,20,40,60,50,4,Aptitude,medium,5,"Aptitude,Numbers","LCM of 3, 4 ,6 and 8 = 48. Hence the number can be written in the form (48k+2) which is divisible by 5. If k=1, number =(48×1)+2 = 50 which is divisible by 5. Hence, 50 is the least number which when divided by 3, 4 ,6 and 8 leaves a remainder 2, but when divided by 5 leaves no remainder.",,,,,
objective,"The least number which when divided by 9,12,16,30 leaves in each case a remainder of 3  is",4,720,723,823,750,2,Aptitude,medium,5,"Aptitude,Numbers",9=3×3 12=3×2×2 16=2×2×2×2 30=3×5×2 LCM = 2×3×2×3×1×4×5=720 ∴ required number=720+3=723,,,,,
objective,Find the least natural number which leaves the remainders 6 and 8 when divided by 7 and 9 respectively.,4,62,52,40,68,1,Aptitude,medium,5,"Aptitude,Numbers","7 × 9 = 63. Here, 63 − 1 = 7 × 9 − 1 = 7 (8 + 1) − 1 = 7 × 8 + 7 − 1 = 7 × 8 + 6. 63 − 1 = 7 × 9 − 1 = 9 × (6 + 1) − 1 = 9 × 6 + 9 − 1 = 9 × 6 + 8. Hence, the least natural number is 62.",,,,,
objective,The sum of the ages of 3 cousins born at intervals of 4 years is 33. What is the age of the youngest cousin?,4,7,5,10,6,1,Aptitude,medium,5,"Aptitude,Numbers","Let's assume that the age of the youngest cousin is x. Then, the age of the second and third cousin will be x+4 and x+8, respectively. The sum of their ages is given as 33: x + (x+4) + (x+8) = 33. Simplifying the above equation, we get: 3x + 12 = 33. Subtracting 12 from both sides, we get: 3x = 21. Dividing by 3, we get: x = 7. Therefore, the age of the youngest cousin is 7 years old.",,,,,
objective,"Sarah is 4 years younger than Tom. If their ages are in the respective ratio of 2:3, how old is Sarah?",4,8.5,7.5,8,6.5,3,Aptitude,medium,5,"Aptitude,Numbers","Let's assume that the age of Sarah is x. Then, the age of Tom will be x+4. Their ages are in the ratio of 2:3: x/(x+4) = 2/3. Cross-multiplying the above equation, we get: 3x = 2(x+4). Expanding and simplifying the above equation, we get: x = 8. Therefore, the age of Sarah is 8 years old.",,,,,
objective,"The present ages of three persons are in the ratio 3 : 4 : 5. Ten years ago, their ages were in the ratio 2 : 3 : 4. Find their present ages.",4,"30, 40, 45","30, 50, 60","30, 40, 50","30, 40, 60",3,Aptitude,medium,5,"Aptitude,Numbers","Let the present ages of the three persons be 3x, 4x, and 5x respectively. Ten years ago, their ages were (3x-10), (4x-10), and (5x-10) respectively. According to the problem, the ratio was 2 : 3 : 4. Using the first two terms: (3x-10)/(4x-10) = 2/3 3(3x-10) = 2(4x-10) 9x - 30 = 8x - 20 x = 10 Therefore, the present ages are 3(10) = 30 years, 4(10) = 40 years, and 5(10) = 50 years.",,,,,
objective,"Ten years ago, A was twice as old as B. Five years from now, the sum of their ages will be 40. What are their present ages?",4,"25, 12.5","20, 10","30, 15","15, 7.5",2,Aptitude,medium,5,"Aptitude,Numbers","Let the present age of A be x and B be y. From the first statement: (x-10) = 2(y-10) x - 10 = 2y - 20 x = 2y - 10 ... (1) From the second statement: (x+5) + (y+5) = 40 x + y + 10 = 40 x + y = 30 ... (2) Substituting (1) into (2): 2y - 10 + y = 30 3y = 40 y = 10 Substituting y = 10 in equation (1): x = 2(10) - 10 = 10 Therefore, A is 20 years old and B is 10 years old.",,,,,
objective,The ratio of the present ages of two brothers is 1:2 and 5 years back the ratio was 1:3. What will be the present ages of the younger brother ?,4,10,15,20,18,1,Aptitude,medium,5,"Aptitude,Numbers",Let the present ages of the two brothers be x and 2x years 5 years back x−5/2x−5= 1/3 ​3x−15=2x−5⇒x=10 ∴ The present ages are 10 years and 20 years The present age of younger brother =10,,,,,
objective,A mother is eight times older than her daughter. She is also 49 years older than her. Find daughter's age two years hence.,4,8 years.,9 years,7 years,6 years,2,Aptitude,medium,5,"Aptitude,Numbers","Let the daughter's present age be x. According to the problem, the mother is 8 times older than her daughter, which means: 8x = mother's age …….1 Also, the mother is 49years older than her daughter, which means: mother's age = x + 49 ……..2 Substituting the first equation into the second equation: 8x = x + 49 7x = 49 x = 7 Therefore, the daughter's present age is 7 years, and her age two years hence would be: 7+2 = 9 So her age two years hence will be 9 years.",,,,,
objective,"A is five years older than B who is three times as old as C. If the total ages of A, B and C are 40,then how old is B?",4,25,20,15,18,3,Aptitude,medium,5,"Aptitude,Numbers","Let the age of C be x. Then, the age of B will be 3x and the age of A will be 3x+5. The sum of their ages is given as 41, so we have: x + 3x + 3x + 5 = 40 7x + 5 = 40 7x = 35 x = 5 Therefore, the age of B is 3x = 3*5 = 15",,,,,
objective,Mary's father was 35 years old when she was born while her mother was 33 years old when her brother two years younger to her was born. What is the difference between the ages of her parents?,4,8,4,6,12,2,Aptitude,medium,5,"Aptitude,Numbers","Let Mary's current age be x. Then, her father's current age will be (x+35) and her brother's current age will be (x-2). Also, her mother's current age will be (x-2+33) = (x+31). The difference between the ages of her parents will be: = Father's age - Mother's age = (x+35) - (x+31) = 4 Therefore, the difference between the ages of her parents is 4 years.",,,,,
objective,"X is as much younger than Y as he is older than Z. If the sum of the ages of Y and Z is 70 years, what is definitely the difference between Y and X's age?",4,1 year,2 years,25 years,Data inadequate,4,Aptitude,medium,5,"Aptitude,Numbers","Given that: i. The difference of age between Y and X = The difference of age between X and Z. ii. Sum of age of Y and Z is 50 i.e. (Y+Z) = 70. Y -X = X -Z (Y+Z) = 2X Now given that, (Y+Z) = 70 So, 70 = 2X and therefore X = 35. Here we know the value(age) of X (35), but we don't know the age of Y. Therefore, (Y-X) cannot be determined.so Data inadequate",,,,,
objective,"Father is five times the age of his daughter. After 2 years, he would be three times his daughter's age. Further after 6 years, how many times would he be of his daughter's age?",4,1.8,2.75,5,4.67,1,Aptitude,medium,5,"Aptitude,Numbers","Let the daughter's present age be x years. Then the father's present age is 5x years. After 2 years: Daughter's age = x + 2 Father's age = 5x + 2 Given that at that time, the father is three times the daughter's age: 5x + 2 = 3(x + 2) 5x + 2 = 3x + 6 2x = 4 x = 2 Therefore, the present age of the daughter is 2 years and the present age of the father is 10 years. Further after 6 more years (i.e., after a total of 8 years from now): Daughter's age = 2 + 8 = 10 years Father's age = 10 + 8 = 18 years Required ratio = 18/10 = 1.8 Therefore, the father will be 1.8 times the daughter's age.",,,,,
objective,"If John's age after 12 years will be thrice his age 4 years back, what is his current age?",4,18,24,30,12,4,Aptitude,medium,5,"Aptitude,Numbers","Let John's current age be x. After 12 years, his age will be (x + 12) and his age 4 years back will be (x - 4). Given, x + 12 = 3(x - 4) Solving the above equation, we get: x = 12 Therefore, John's current age is 12 years.",,,,,
objective,X and Y are 36 and 60 years old. How many years ago was the ratio of their ages 3:6?,4,4,12,6,8,2,Aptitude,medium,5,"Aptitude,Numbers","Let the number of years ago be x. Then, the ratio of their ages x years ago: (36 - x)/(60 - x) = 3/6 (36 - x)/(60 - x) = 1/2 Cross-multiplying: 2(36 - x) = 1(60 - x) 72 - 2x = 60 - x 72 - 60 = -x + 2x 12 = x Therefore, the ratio of their ages was 3:6 twelve years ago.",,,,,
objective,I have ten friends. What is my age? Statements: i. The average of our ages is 40 years. ii. All of us are of the same age.,4,Statement I alone is sufficient,Statement II alone is sufficient,Both statements put together are sufficient,Both the statements even put together are not sufficient,3,Aptitude,medium,5,"Aptitude,Numbers","Solution: Since all friends are of the same age, the average of their ages is the age of each friend. So, if the average age is 40, then your age would also be 40.",,,,,
objective,"The present age of a grandfather is 5 times the age of his grandson. In 12 years, the grandfather's age will be 3 times the age of his grandson. What is the present age of the grandfather in years?",4,90,80,75,60,4,Aptitude,medium,5,"Aptitude,Numbers","Let the present age of the grandson be x years. According to the first statement, the present age of the grandfather is 5x years. In 12 years: Grandson's age = x + 12 Grandfather's age = 5x + 12 According to the second statement: 5x + 12 = 3(x + 12) 5x + 12 = 3x + 36 5x - 3x = 36 - 12 2x = 24 x = 12 Therefore, the present age of the grandfather is 5x = 5(12) = 60 years.",,,,,
objective,"The present age of a father is 5 years more than three times the present age of his son, and the present age of the mother is 9 years less than the present age of her husband. If the ratio of the present age of son to that of father is 1 : 4 and the present age of grandfather to that of mother is 4 : 1, then find the present age of grandfather.",4,46,38,40,44,4,Aptitude,medium,5,"Aptitude,Numbers","Let the present age of the son be x. Then, the present age of the father = 3x + 5 And, the present age of the mother = (3x + 5) - 9 = 3x - 4 Given, the ratio of the present age of son to that of father is 1 : 4 So, x/(3x + 5) = 1/4 Solving, we get x = 5 Therefore, the present age of the father = 3x + 5 = 20 And, the present age of the mother = 3x - 4 = 11 Given, the ratio of the present age of grandfather to that of mother is 4 : 1 Let the present age of grandfather be y So, y/11 = 4/1 Solving, we get y = 44 Therefore, the present age of my grandfather is 44 years.",,,,,
objective,"One year ago, a man was 6 times as old as his son. Now his age is equal to the square of his son's age. Find their present ages.",4,25,30,33,24,1,Aptitude,medium,5,"Aptitude,Numbers","Let's assume that the man's current age is ""m"" and his son's current age is ""s"". We know that one year ago, the man was 6 times as old as his son. So, one year ago: m - 1 = 6(s - 1) Expanding this equation: m - 1 = 6s - 6 m = 6s - 5 We also know that the man's current age is equal to the square of his son's age: m = s^2 Now we can substitute the second equation into the first equation: s^2 = 6s - 5 Rearranging this equation: s^2 - 6s + 5 = 0 This equation can be factored as: (s - 5)(s - 1) = 0 So, either s = 5 or s = 1. If s = 5, then the son's current age is 5 years old. Substituting this into the equation m = s^2, we get: m = 5^2 = 25 Therefore, the man's current age is 25 years old and his son's current age is 5 years old. If s = 1, then the son's current age is 1 year old. Substituting this into the equation m = s^2, we get: m = 1^2 = 1 Therefore, the man's current age is 1 year old and his son's current age is 1 year old. However, it's unlikely that a man would have a son at the age of 1, so the realistic solution is that the man is 25 years old and his son is 5 years old.",,,,,
objective,Ravi is seven  years elder to his youngest sibling Sindhu. Sindhu is four  years younger than her brother Raja. Raja  is 31  years old and is Ravi's brother. How old will Ravi be in ten years from now?,4,22 years,33 years,44 years,55 years,3,Aptitude,medium,5,"Aptitude,Numbers",Let the youngest son be x years. From the information in the question we can analyze their ages as follows : Sindhu = x Ravi = x+7 Raja = x+4 From the question we are told that Raja is 31 years old and therefore : x+4 = 31 From this we can get the value of x. x = 31-4 x = 27 years The age of Ravi now is : Ravi = 27+7 = 34 years old. In ten years time his age will be : 34+10 = 44 years.,,,,,
objective,"Five times the difference in ages of C and A is one more than the age of B. Percentage of A's age to C's age is 75%. If the ratio of B's age 4 years hence to C's age 3 years ago is 6:3, find the average of ages A and C.",4,13.5,10.5,15,7.5,2,Aptitude,medium,5,"Aptitude,Numbers","Let the present ages of A, B, and C be A, B, and C years respectively. From the first statement: Five times the difference in ages of C and A is one more than the age of B. 5(C - A) = B + 1 ...(1) From the second statement: Percentage of A's age to C's age is 75%. That means A is 75% of C. A/C = 75/100 = 3/4 So, A = (3/4)C ...(2) From the third statement: The ratio of B's age 4 years hence to C's age 3 years ago is 6:3. (B + 4)/(C - 3) = 6/3 = 2 Therefore: B + 4 = 2(C - 3) B + 4 = 2C - 6 B = 2C - 10 ...(3) Substitute equation (3) into equation (1): 5(C - A) = (2C - 10) + 1 5C - 5A = 2C - 9 3C = 5A - 9 ...(4) Now substitute A = (3/4)C from equation (2) into equation (4): 3C = 5 × (3/4)C - 9 3C = (15/4)C - 9 Bring all C terms to one side: 3C - (15/4)C = -9 (12/4)C - (15/4)C = -9 (-3/4)C = -9 C = (-9) × (-4/3) = 12 Therefore: C = 12 years A = (3/4) × 12 = 9 years B = 2C - 10 = 2 × 12 - 10 = 14 years Average of ages A and C: (A + C)/2 = (9 + 12)/2 = 21/2 = 10.5 Therefore, the average of ages A and C is 10.5 years.",,,,,
